chr1	234908315	234908875	.	538	.	36.73487	-1	-1	280
chr1	26594677	26595237	.	539	.	36.75934	-1	-1	280
chr11	68037110	68037670	.	539	.	36.77765	-1	-1	280
chr11	68037366	68037926	.	539	.	36.77765	-1	-1	280
chr16	771793	772353	.	539	.	36.78632	-1	-1	280
chr16	771993	772553	.	539	.	36.78632	-1	-1	280
chr7	133882655	133883215	.	539	.	36.79017	-1	-1	280
chr7	133882856	133883416	.	539	.	36.79017	-1	-1	280
chr1	12810413	12810973	.	540	.	36.79415	-1	-1	280
chr4	99499017	99499577	.	538	.	36.81206	-1	-1	280
chr17	80415210	80415770	.	538	.	36.81617	-1	-1	280
chr7	134585290	134585850	.	540	.	36.82067	-1	-1	280
chrX	15598402	15598962	.	538	.	36.84244	-1	-1	280
chr1	55352539	55353099	.	538	.	36.85109	-1	-1	280
chr5	126333662	126334222	.	541	.	36.85988	-1	-1	280
chr19	3607971	3608531	.	542	.	36.86921	-1	-1	280
chr3	152552966	152553526	.	541	.	36.87415	-1	-1	280
chr10	88532111	88532671	.	541	.	36.87743	-1	-1	280
chr2	196400828	196401388	.	542	.	36.88964	-1	-1	280
chr21	36698192	36698752	.	539	.	36.89783	-1	-1	280
chr3	185330999	185331559	.	541	.	36.89951	-1	-1	280
chr11	95889015	95889575	.	538	.	36.90685	-1	-1	280
chr1	169046068	169046628	.	538	.	36.90811	-1	-1	280
chr13	45694290	45694850	.	542	.	36.91951	-1	-1	280
chr19	14640496	14641056	.	539	.	36.92781	-1	-1	280
chr11	72032474	72033034	.	539	.	36.93873	-1	-1	280
chr5	131894139	131894699	.	542	.	36.95419	-1	-1	280
chr3	142371517	142372077	.	540	.	36.96158	-1	-1	280
chr6	7073870	7074430	.	542	.	36.96589	-1	-1	280
chr6	7074181	7074741	.	542	.	36.96589	-1	-1	280
chr10	93351219	93351779	.	544	.	36.98716	-1	-1	280
chr19	45927590	45928150	.	544	.	36.99014	-1	-1	280
chr1	27006694	27007254	.	539	.	36.99434	-1	-1	280
chr3	196338996	196339556	.	541	.	36.99477	-1	-1	280
chr1	162671061	162671621	.	545	.	36.99873	-1	-1	280
chr10	105995938	105996498	.	544	.	37.00624	-1	-1	280
chr6	26537203	26537763	.	544	.	37.00727	-1	-1	280
chr4	103749478	103750038	.	537	.	37.00941	-1	-1	280
chr10	23342240	23342800	.	543	.	37.01468	-1	-1	280
chr5	150157512	150158072	.	544	.	37.02242	-1	-1	280
chr1	65757676	65758236	.	540	.	37.03916	-1	-1	280
chr1	8960313	8960873	.	545	.	37.04400	-1	-1	280
chr1	205427759	205428319	.	548	.	37.05844	-1	-1	280
chr1	205427979	205428539	.	548	.	37.05844	-1	-1	280
chr17	49449822	49450382	.	548	.	37.05968	-1	-1	280
chr15	52969608	52970168	.	543	.	37.05997	-1	-1	280
chr15	52969809	52970369	.	543	.	37.05997	-1	-1	280
chr12	89574562	89575122	.	548	.	37.06058	-1	-1	280
chr12	70017864	70018424	.	545	.	37.06146	-1	-1	280
chr1	174846037	174846597	.	543	.	37.06362	-1	-1	280
chr6	7198836	7199396	.	545	.	37.06384	-1	-1	280
chr7	16150575	16151135	.	548	.	37.06419	-1	-1	280
chrX	148877234	148877794	.	547	.	37.06799	-1	-1	280
chr1	211789878	211790438	.	541	.	37.07239	-1	-1	280
chr3	45097937	45098497	.	541	.	37.07566	-1	-1	280
chr15	75432560	75433120	.	548	.	37.07816	-1	-1	280
chr11	73207062	73207622	.	543	.	37.08887	-1	-1	280
chr2	46541232	46541792	.	537	.	37.09369	-1	-1	280
chr15	84770178	84770738	.	541	.	37.09638	-1	-1	280
chr15	84770377	84770937	.	541	.	37.09638	-1	-1	280
chr18	32688836	32689396	.	548	.	37.09784	-1	-1	280
chr1	10763805	10764365	.	549	.	37.10653	-1	-1	280
chr20	52259011	52259571	.	543	.	37.10697	-1	-1	280
chr8	37889147	37889707	.	549	.	37.10891	-1	-1	280
chr8	37889374	37889934	.	549	.	37.10891	-1	-1	280
chr12	99038012	99038572	.	546	.	37.10969	-1	-1	280
chr5	123966968	123967528	.	539	.	37.11227	-1	-1	280
chr1	201856936	201857496	.	540	.	37.11740	-1	-1	280
chr9	17441085	17441645	.	548	.	37.11740	-1	-1	280
chr2	198861699	198862259	.	547	.	37.11848	-1	-1	280
chr1	38517799	38518359	.	550	.	37.12235	-1	-1	280
chr17	74668214	74668774	.	540	.	37.12846	-1	-1	280
chr10	76006094	76006654	.	547	.	37.12918	-1	-1	280
chr16	56640783	56641343	.	549	.	37.13036	-1	-1	280
chr12	33418798	33419358	.	547	.	37.14414	-1	-1	280
chr11	72046769	72047329	.	544	.	37.14949	-1	-1	280
chr6	119214061	119214621	.	540	.	37.15484	-1	-1	280
chr12	81914241	81914801	.	547	.	37.15494	-1	-1	280
chr12	99099049	99099609	.	539	.	37.17020	-1	-1	280
chr12	99099249	99099809	.	539	.	37.17020	-1	-1	280
chr6	3002274	3002834	.	537	.	37.17280	-1	-1	280
chr1	9582756	9583316	.	551	.	37.17548	-1	-1	280
chr13	91311401	91311961	.	551	.	37.18310	-1	-1	280
chr22	26828636	26829196	.	551	.	37.19291	-1	-1	280
chr6	27125547	27126107	.	549	.	37.19332	-1	-1	280
chr10	50383875	50384435	.	547	.	37.19405	-1	-1	280
chr10	50384081	50384641	.	547	.	37.19405	-1	-1	280
chr1	116962659	116963219	.	540	.	37.19458	-1	-1	280
chr5	95992931	95993491	.	541	.	37.20982	-1	-1	280
chr16	22018696	22019256	.	551	.	37.21369	-1	-1	280
chr16	22018899	22019459	.	551	.	37.21369	-1	-1	280
chr20	22393547	22394107	.	552	.	37.21548	-1	-1	280
chr6	56405812	56406372	.	548	.	37.21760	-1	-1	280
chr5	142784209	142784769	.	551	.	37.22646	-1	-1	280
chr17	49027338	49027898	.	550	.	37.22675	-1	-1	280
chr5	154356735	154357295	.	538	.	37.23948	-1	-1	280
chr7	76026072	76026632	.	553	.	37.24153	-1	-1	280
chr6	164007249	164007809	.	554	.	37.25008	-1	-1	280
chr14	91295033	91295593	.	550	.	37.25040	-1	-1	280
chr4	113067123	113067683	.	554	.	37.26563	-1	-1	280
chr11	78064433	78064993	.	549	.	37.27350	-1	-1	280
chr6	43900130	43900690	.	546	.	37.27472	-1	-1	280
chr4	48910264	48910824	.	541	.	37.27940	-1	-1	280
chr13	19423939	19424499	.	540	.	37.28123	-1	-1	280
chr8	77783824	77784384	.	551	.	37.28543	-1	-1	280
chr11	60682813	60683373	.	554	.	37.28859	-1	-1	280
chr1	31245010	31245570	.	544	.	37.29452	-1	-1	280
chr8	124169848	124170408	.	549	.	37.29526	-1	-1	280
chr1	15849242	15849802	.	539	.	37.29579	-1	-1	280
chr6	139800859	139801419	.	545	.	37.29775	-1	-1	280
chr2	122732743	122733303	.	555	.	37.30554	-1	-1	280
chr19	41726468	41727028	.	547	.	37.30597	-1	-1	280
chr19	41726683	41727243	.	547	.	37.30597	-1	-1	280
chr17	54991210	54991770	.	555	.	37.30730	-1	-1	280
chr12	93768484	93769044	.	543	.	37.30742	-1	-1	280
chrX	65240408	65240968	.	545	.	37.31933	-1	-1	280
chr15	34942710	34943270	.	547	.	37.32530	-1	-1	280
chr3	170523960	170524520	.	551	.	37.32639	-1	-1	280
chr6	79577009	79577569	.	554	.	37.33741	-1	-1	280
chr17	27229315	27229875	.	549	.	37.33884	-1	-1	280
chr17	27229730	27230290	.	549	.	37.33884	-1	-1	280
chr21	46298061	46298621	.	549	.	37.33995	-1	-1	280
chr14	104390435	104390995	.	546	.	37.34759	-1	-1	280
chr18	23807653	23808213	.	543	.	37.34864	-1	-1	280
chr4	79688147	79688707	.	544	.	37.36555	-1	-1	280
chr15	55693954	55694514	.	543	.	37.36702	-1	-1	280
chr21	36264654	36265214	.	551	.	37.36720	-1	-1	280
chr7	154961482	154962042	.	550	.	37.37607	-1	-1	280
chr1	109632903	109633463	.	552	.	37.37684	-1	-1	280
chrX	102356470	102357030	.	540	.	37.38166	-1	-1	280
chr7	45482165	45482725	.	544	.	37.38495	-1	-1	280
chr16	9161730	9162290	.	557	.	37.38546	-1	-1	280
chr7	106453392	106453952	.	544	.	37.39061	-1	-1	280
chr12	113683572	113684132	.	549	.	37.39491	-1	-1	280
chr1	155163842	155164402	.	544	.	37.39578	-1	-1	280
chr2	178105733	178106293	.	550	.	37.40525	-1	-1	280
chr1	203251771	203252331	.	542	.	37.40551	-1	-1	280
chr13	108921910	108922470	.	553	.	37.40628	-1	-1	280
chr9	108044800	108045360	.	558	.	37.41124	-1	-1	280
chr16	20927655	20928215	.	558	.	37.41428	-1	-1	280
chr16	20927881	20928441	.	558	.	37.41428	-1	-1	280
chr1	28906609	28907169	.	543	.	37.42914	-1	-1	280
chr19	9434290	9434850	.	538	.	37.43210	-1	-1	280
chr12	39861536	39862096	.	555	.	37.43954	-1	-1	280
chr20	354976	355536	.	549	.	37.44100	-1	-1	280
chr20	355260	355820	.	549	.	37.44100	-1	-1	280
chr1	246154037	246154597	.	553	.	37.44310	-1	-1	280
chr11	86082199	86082759	.	553	.	37.44806	-1	-1	280
chr1	207536655	207537215	.	548	.	37.44874	-1	-1	280
chr8	26248796	26249356	.	542	.	37.45103	-1	-1	280
chr10	74050594	74051154	.	559	.	37.45157	-1	-1	280
chr4	140187571	140188131	.	553	.	37.45268	-1	-1	280
chr22	29492583	29493143	.	559	.	37.46294	-1	-1	280
chr3	72183271	72183831	.	552	.	37.46296	-1	-1	280
chr1	46519630	46520190	.	545	.	37.46512	-1	-1	280
chr16	50260341	50260901	.	552	.	37.46542	-1	-1	280
chr16	50260550	50261110	.	552	.	37.46542	-1	-1	280
chr17	47311873	47312433	.	546	.	37.46609	-1	-1	280
chr17	72872335	72872895	.	538	.	37.46812	-1	-1	280
chr18	62791757	62792317	.	557	.	37.47914	-1	-1	280
chr19	45910922	45911482	.	547	.	37.48006	-1	-1	280
chr9	73028068	73028628	.	544	.	37.48350	-1	-1	280
chr9	73028268	73028828	.	544	.	37.48350	-1	-1	280
chr10	27529013	27529573	.	552	.	37.48446	-1	-1	280
chr21	31015801	31016361	.	546	.	37.49279	-1	-1	280
chr12	127730688	127731248	.	554	.	37.49613	-1	-1	280
chr5	77822447	77823007	.	561	.	37.49636	-1	-1	280
chr19	3608846	3609406	.	560	.	37.51504	-1	-1	280
chr3	40358240	40358800	.	555	.	37.52126	-1	-1	280
chr9	33022622	33023182	.	561	.	37.52232	-1	-1	280
chr3	45314507	45315067	.	562	.	37.52410	-1	-1	280
chr3	45314709	45315269	.	562	.	37.52410	-1	-1	280
chr11	67146772	67147332	.	546	.	37.53588	-1	-1	280
chr6	41506408	41506968	.	539	.	37.53685	-1	-1	280
chr1	116808527	116809087	.	555	.	37.54407	-1	-1	280
chr6	32986820	32987380	.	553	.	37.54701	-1	-1	280
chr16	84172612	84173172	.	562	.	37.55037	-1	-1	280
chr3	19975092	19975652	.	562	.	37.55083	-1	-1	280
chr3	19975293	19975853	.	561	.	37.55083	-1	-1	280
chr6	30346126	30346686	.	549	.	37.55949	-1	-1	280
chr6	30346356	30346916	.	549	.	37.55949	-1	-1	280
chr6	42920066	42920626	.	550	.	37.55988	-1	-1	280
chr2	17303310	17303870	.	563	.	37.56044	-1	-1	280
chr5	114622855	114623415	.	559	.	37.56098	-1	-1	280
chr7	22708560	22709120	.	545	.	37.56508	-1	-1	280
chr1	227506482	227507042	.	558	.	37.56758	-1	-1	280
chr3	25696942	25697502	.	550	.	37.56761	-1	-1	280
chr7	129767851	129768411	.	558	.	37.57897	-1	-1	280
chr15	66129491	66130051	.	562	.	37.58051	-1	-1	280
chr15	66129711	66130271	.	562	.	37.58051	-1	-1	280
chr12	122461367	122461927	.	560	.	37.58148	-1	-1	280
chr12	122461567	122462127	.	560	.	37.58148	-1	-1	280
chr7	148283144	148283704	.	561	.	37.58188	-1	-1	280
chr2	71175070	71175630	.	559	.	37.58544	-1	-1	280
chr16	85415468	85416028	.	559	.	37.58726	-1	-1	280
chr7	48512321	48512881	.	558	.	37.58786	-1	-1	280
chr3	151984764	151985324	.	543	.	37.59355	-1	-1	280
chr2	176867023	176867583	.	560	.	37.59377	-1	-1	280
chr5	71747684	71748244	.	550	.	37.59445	-1	-1	280
chr10	11251244	11251804	.	559	.	37.59919	-1	-1	280
chr1	204330487	204331047	.	551	.	37.60294	-1	-1	280
chr1	204330689	204331249	.	550	.	37.60294	-1	-1	280
chr1	22233029	22233589	.	563	.	37.60512	-1	-1	280
chr2	192993535	192994095	.	562	.	37.61015	-1	-1	280
chr2	242350213	242350773	.	561	.	37.61401	-1	-1	280
chr1	201520111	201520671	.	558	.	37.62038	-1	-1	280
chr19	54534313	54534873	.	545	.	37.62213	-1	-1	280
chr17	78042639	78043199	.	565	.	37.62221	-1	-1	280
chr1	65876482	65877042	.	539	.	37.62399	-1	-1	280
chr14	78065165	78065725	.	541	.	37.62504	-1	-1	280
chr9	37451888	37452448	.	562	.	37.62556	-1	-1	280
chr1	224744128	224744688	.	565	.	37.62807	-1	-1	280
chr4	1033532	1034092	.	539	.	37.63890	-1	-1	280
chr2	98207042	98207602	.	557	.	37.63894	-1	-1	280
chr16	3517667	3518227	.	544	.	37.63933	-1	-1	280
chr11	47884669	47885229	.	566	.	37.64338	-1	-1	280
chr1	162602922	162603482	.	565	.	37.64672	-1	-1	280
chr10	127509423	127509983	.	560	.	37.64952	-1	-1	280
chr13	47386317	47386877	.	561	.	37.65362	-1	-1	280
chrX	48475844	48476404	.	563	.	37.66050	-1	-1	280
chrX	48476048	48476608	.	563	.	37.66050	-1	-1	280
chr8	22297775	22298335	.	558	.	37.66453	-1	-1	280
chr1	152009753	152010313	.	566	.	37.66502	-1	-1	280
chr1	152009959	152010519	.	566	.	37.66502	-1	-1	280
chr7	147888647	147889207	.	557	.	37.66723	-1	-1	280
chr8	103819535	103820095	.	562	.	37.67184	-1	-1	280
chr7	13972799	13973359	.	564	.	37.67304	-1	-1	280
chr20	45945380	45945940	.	566	.	37.67326	-1	-1	280
chr6	120043803	120044363	.	549	.	37.67580	-1	-1	280
chr3	8648945	8649505	.	554	.	37.68525	-1	-1	280
chr8	100624456	100625016	.	553	.	37.68581	-1	-1	280
chr2	64500764	64501324	.	565	.	37.68792	-1	-1	280
chr1	192354980	192355540	.	560	.	37.69344	-1	-1	280
chr9	35919381	35919941	.	567	.	37.69381	-1	-1	280
chr17	52925997	52926557	.	544	.	37.69675	-1	-1	280
chr1	37980603	37981163	.	543	.	37.69810	-1	-1	280
chr21	11094467	11095027	.	560	.	37.70031	-1	-1	280
chr2	205205624	205206184	.	565	.	37.70471	-1	-1	280
chr4	79572168	79572728	.	563	.	37.70560	-1	-1	280
chr4	79572368	79572928	.	563	.	37.70560	-1	-1	280
chr2	171662578	171663138	.	550	.	37.70745	-1	-1	280
chr14	65352430	65352990	.	562	.	37.70947	-1	-1	280
chr6	74231166	74231726	.	553	.	37.71102	-1	-1	280
chr6	74231367	74231927	.	553	.	37.71102	-1	-1	280
chr1	168439895	168440455	.	565	.	37.71382	-1	-1	280
chr1	168440113	168440673	.	565	.	37.71382	-1	-1	280
chr15	31422243	31422803	.	548	.	37.71490	-1	-1	280
chr1	204534978	204535538	.	551	.	37.71721	-1	-1	280
chr2	156939960	156940520	.	567	.	37.71893	-1	-1	280
chr2	156940164	156940724	.	567	.	37.71893	-1	-1	280
chr2	181844644	181845204	.	564	.	37.73543	-1	-1	280
chr17	38255622	38256182	.	568	.	37.73589	-1	-1	280
chr20	45947076	45947636	.	565	.	37.73794	-1	-1	280
chr7	44605101	44605661	.	562	.	37.74097	-1	-1	280
chr11	61809151	61809711	.	542	.	37.75035	-1	-1	280
chr15	85278680	85279240	.	545	.	37.75262	-1	-1	280
chr8	87357174	87357734	.	563	.	37.75486	-1	-1	280
chr7	138811542	138812102	.	567	.	37.76043	-1	-1	280
chr8	80732637	80733197	.	556	.	37.76153	-1	-1	280
chr1	5541924	5542484	.	568	.	37.76729	-1	-1	280
chr7	1506239	1506799	.	569	.	37.77272	-1	-1	280
chr9	119158702	119159262	.	551	.	37.77578	-1	-1	280
chr8	130433016	130433576	.	565	.	37.78157	-1	-1	280
chr19	49395742	49396302	.	567	.	37.78163	-1	-1	280
chr6	42742852	42743412	.	568	.	37.78299	-1	-1	280
chr21	36478584	36479144	.	545	.	37.78725	-1	-1	280
chr14	94523086	94523646	.	551	.	37.79147	-1	-1	280
chr2	230605176	230605736	.	552	.	37.79168	-1	-1	280
chr17	27053458	27054018	.	558	.	37.80229	-1	-1	280
chr12	120907481	120908041	.	548	.	37.80370	-1	-1	280
chr1	148540344	148540904	.	547	.	37.80889	-1	-1	280
chr1	148540547	148541107	.	547	.	37.80889	-1	-1	280
chr11	85625389	85625949	.	548	.	37.81307	-1	-1	280
chr1	235062436	235062996	.	569	.	37.81766	-1	-1	280
chr1	235062700	235063260	.	569	.	37.81766	-1	-1	280
chr4	80130921	80131481	.	567	.	37.81948	-1	-1	280
chr1	21739931	21740491	.	563	.	37.82060	-1	-1	280
chr1	21740131	21740691	.	563	.	37.82060	-1	-1	280
chr22	22724928	22725488	.	565	.	37.82342	-1	-1	280
chr9	129889252	129889812	.	553	.	37.82668	-1	-1	280
chr18	3213076	3213636	.	556	.	37.83254	-1	-1	280
chr10	124671320	124671880	.	567	.	37.83336	-1	-1	280
chr2	240197205	240197765	.	555	.	37.83358	-1	-1	280
chr2	169214366	169214926	.	564	.	37.83932	-1	-1	280
chr8	103580466	103581026	.	538	.	37.84052	-1	-1	280
chr8	39809566	39810126	.	570	.	37.84099	-1	-1	280
chr2	201270860	201271420	.	542	.	37.84199	-1	-1	280
chr15	93376611	93377171	.	571	.	37.84298	-1	-1	280
chr15	93376810	93377370	.	571	.	37.84298	-1	-1	280
chr18	33676214	33676774	.	555	.	37.84407	-1	-1	280
chr10	50154544	50155104	.	546	.	37.84847	-1	-1	280
chr8	125641347	125641907	.	546	.	37.85156	-1	-1	280
chr12	96840026	96840586	.	549	.	37.85512	-1	-1	280
chr3	132697604	132698164	.	553	.	37.85779	-1	-1	280
chr2	91800794	91801354	.	540	.	37.85857	-1	-1	280
chr7	75772385	75772945	.	570	.	37.86169	-1	-1	280
chr8	97632881	97633441	.	562	.	37.86517	-1	-1	280
chr3	10321559	10322119	.	572	.	37.86576	-1	-1	280
chr1	26867897	26868457	.	560	.	37.86792	-1	-1	280
chr15	39996557	39997117	.	571	.	37.87011	-1	-1	280
